GISLINK,FOLIO,PID,LEGAL_TYPE,UNIT,HOUSE,STREET,taxyear,assess_abbreviation,assess_type,land_gross,land_net,impr_gross,impr_net,Exemption,ObjectId
031-005-055,1495282,031-005-055,STRATA,604B,1008,PANDORA AVE,2025,Residential,GENERAL,299000,299000,74700,74700,0,21498
031-005-055,1495282,031-005-055,STRATA,604B,1008,PANDORA AVE,2025,Residential,SCHOOL,299000,299000,74700,74700,0,21499
031-005-063,1495283,031-005-063,STRATA,605B,1008,PANDORA AVE,2025,Residential,GENERAL,299000,299000,74700,74700,0,21500
031-005-063,1495283,031-005-063,STRATA,605B,1008,PANDORA AVE,2025,Residential,SCHOOL,299000,299000,74700,74700,0,21501
031-003-826,1495159,031-003-826,STRATA,211B,1008,PANDORA AVE,2025,Residential,GENERAL,305000,305000,89200,89200,0,21502
031-004-075,1495184,031-004-075,STRATA,305B,1008,PANDORA AVE,2025,Residential,SCHOOL,284000,284000,76600,76600,0,21503
031-004-083,1495185,031-004-083,STRATA,306B,1008,PANDORA AVE,2025,Residential,GENERAL,305000,305000,88700,88700,0,21504
031-004-083,1495185,031-004-083,STRATA,306B,1008,PANDORA AVE,2025,Residential,SCHOOL,305000,305000,88700,88700,0,21505
031-004-091,1495186,031-004-091,STRATA,307B,1008,PANDORA AVE,2025,Residential,GENERAL,295000,295000,84200,84200,0,21506
031-004-091,1495186,031-004-091,STRATA,307B,1008,PANDORA AVE,2025,Residential,SCHOOL,295000,295000,84200,84200,0,21507
031-004-105,1495187,031-004-105,STRATA,308B,1008,PANDORA AVE,2025,Residential,GENERAL,303000,303000,88800,88800,0,21508
031-004-105,1495187,031-004-105,STRATA,308B,1008,PANDORA AVE,2025,Residential,SCHOOL,303000,303000,88800,88800,0,21509
031-004-113,1495188,031-004-113,STRATA,309B,1008,PANDORA AVE,2025,Residential,GENERAL,303000,303000,88800,88800,0,21510
031-004-113,1495188,031-004-113,STRATA,309B,1008,PANDORA AVE,2025,Residential,SCHOOL,303000,303000,88800,88800,0,21511
031-004-121,1495189,031-004-121,STRATA,310B,1008,PANDORA AVE,2025,Residential,GENERAL,395000,395000,122000,122000,0,21512
031-004-121,1495189,031-004-121,STRATA,310B,1008,PANDORA AVE,2025,Residential,SCHOOL,395000,395000,122000,122000,0,21513
031-004-130,1495190,031-004-130,STRATA,311B,1008,PANDORA AVE,2025,Residential,GENERAL,298000,298000,80800,80800,0,21514
031-004-130,1495190,031-004-130,STRATA,311B,1008,PANDORA AVE,2025,Residential,SCHOOL,298000,298000,80800,80800,0,21515
031-004-148,1495191,031-004-148,STRATA,312B,1008,PANDORA AVE,2025,Residential,GENERAL,284000,284000,78800,78800,0,21516
031-004-148,1495191,031-004-148,STRATA,312B,1008,PANDORA AVE,2025,Residential,SCHOOL,284000,284000,78800,78800,0,21517
031-004-156,1495192,031-004-156,STRATA,313B,1008,PANDORA AVE,2025,Residential,GENERAL,280000,280000,74400,74400,0,21518
031-004-156,1495192,031-004-156,STRATA,313B,1008,PANDORA AVE,2025,Residential,SCHOOL,280000,280000,74400,74400,0,21519
031-004-164,1495193,031-004-164,STRATA,314B,1008,PANDORA AVE,2025,Residential,GENERAL,303000,303000,88600,88600,0,21520
031-004-164,1495193,031-004-164,STRATA,314B,1008,PANDORA AVE,2025,Residential,SCHOOL,303000,303000,88600,88600,0,21521
031-004-172,1495194,031-004-172,STRATA,315B,1008,PANDORA AVE,2025,Residential,GENERAL,303000,303000,88800,88800,0,21522
031-004-172,1495194,031-004-172,STRATA,315B,1008,PANDORA AVE,2025,Residential,SCHOOL,303000,303000,88800,88800,0,21523
031-004-181,1495195,031-004-181,STRATA,316B,1008,PANDORA AVE,2025,Residential,GENERAL,301000,301000,87900,87900,0,21524
031-004-181,1495195,031-004-181,STRATA,316B,1008,PANDORA AVE,2025,Residential,SCHOOL,301000,301000,87900,87900,0,21525
031-004-199,1495196,031-004-199,STRATA,317B,1008,PANDORA AVE,2025,Residential,GENERAL,301000,301000,87900,87900,0,21526
031-004-199,1495196,031-004-199,STRATA,317B,1008,PANDORA AVE,2025,Residential,SCHOOL,301000,301000,87900,87900,0,21527
031-004-202,1495197,031-004-202,STRATA,318B,1008,PANDORA AVE,2025,Residential,GENERAL,302000,302000,88400,88400,0,21528
031-004-202,1495197,031-004-202,STRATA,318B,1008,PANDORA AVE,2025,Residential,SCHOOL,302000,302000,88400,88400,0,21529
031-004-211,1495198,031-004-211,STRATA,319B,1008,PANDORA AVE,2025,Residential,GENERAL,232000,232000,65400,65400,0,21530
031-004-211,1495198,031-004-211,STRATA,319B,1008,PANDORA AVE,2025,Residential,SCHOOL,232000,232000,65400,65400,0,21531
031-004-229,1495199,031-004-229,STRATA,320B,1008,PANDORA AVE,2025,Residential,GENERAL,224000,224000,61900,61900,0,21532
031-004-229,1495199,031-004-229,STRATA,320B,1008,PANDORA AVE,2025,Residential,SCHOOL,224000,224000,61900,61900,0,21533
031-004-237,1495200,031-004-237,STRATA,321B,1008,PANDORA AVE,2025,Residential,GENERAL,241000,241000,70000,70000,0,21534
031-004-237,1495200,031-004-237,STRATA,321B,1008,PANDORA AVE,2025,Residential,SCHOOL,241000,241000,70000,70000,0,21535
031-004-245,1495201,031-004-245,STRATA,322B,1008,PANDORA AVE,2025,Residential,GENERAL,303000,303000,88500,88500,0,21536
031-004-245,1495201,031-004-245,STRATA,322B,1008,PANDORA AVE,2025,Residential,SCHOOL,303000,303000,88500,88500,0,21537
031-003-826,1495159,031-003-826,STRATA,211B,1008,PANDORA AVE,2025,Residential,SCHOOL,305000,305000,89200,89200,0,21538
031-004-253,1495202,031-004-253,STRATA,323B,1008,PANDORA AVE,2025,Residential,GENERAL,303000,303000,88500,88500,0,21539
031-004-253,1495202,031-004-253,STRATA,323B,1008,PANDORA AVE,2025,Residential,SCHOOL,303000,303000,88500,88500,0,21540
031-003-834,1495160,031-003-834,STRATA,212B,1008,PANDORA AVE,2025,Residential,GENERAL,294000,294000,79700,79700,0,21541
031-004-261,1495203,031-004-261,STRATA,324B,1008,PANDORA AVE,2025,Residential,GENERAL,302000,302000,88200,88200,0,21542
031-003-834,1495160,031-003-834,STRATA,212B,1008,PANDORA AVE,2025,Residential,SCHOOL,294000,294000,79700,79700,0,21543
031-004-261,1495203,031-004-261,STRATA,324B,1008,PANDORA AVE,2025,Residential,SCHOOL,302000,302000,88200,88200,0,21544
031-003-842,1495161,031-003-842,STRATA,213B,1008,PANDORA AVE,2025,Residential,GENERAL,276000,276000,75100,75100,0,21545
031-004-270,1495204,031-004-270,STRATA,325B,1008,PANDORA AVE,2025,Residential,GENERAL,303000,303000,88500,88500,0,21546
031-003-842,1495161,031-003-842,STRATA,213B,1008,PANDORA AVE,2025,Residential,SCHOOL,276000,276000,75100,75100,0,21547
031-004-270,1495204,031-004-270,STRATA,325B,1008,PANDORA AVE,2025,Residential,SCHOOL,303000,303000,88500,88500,0,21548
031-003-851,1495162,031-003-851,STRATA,214B,1008,PANDORA AVE,2025,Residential,GENERAL,309000,309000,89400,89400,0,21549
031-004-288,1495205,031-004-288,STRATA,326B,1008,PANDORA AVE,2025,Residential,GENERAL,313000,313000,88200,88200,0,21550
031-003-851,1495162,031-003-851,STRATA,214B,1008,PANDORA AVE,2025,Residential,SCHOOL,309000,309000,89400,89400,0,21551
031-004-288,1495205,031-004-288,STRATA,326B,1008,PANDORA AVE,2025,Residential,SCHOOL,313000,313000,88200,88200,0,21552
031-003-869,1495163,031-003-869,STRATA,215B,1008,PANDORA AVE,2025,Residential,GENERAL,309000,309000,89600,89600,0,21553
031-004-296,1495206,031-004-296,STRATA,327B,1008,PANDORA AVE,2025,Residential,GENERAL,403000,403000,124000,124000,0,21554
031-003-869,1495163,031-003-869,STRATA,215B,1008,PANDORA AVE,2025,Residential,SCHOOL,309000,309000,89600,89600,0,21555
031-004-296,1495206,031-004-296,STRATA,327B,1008,PANDORA AVE,2025,Residential,SCHOOL,403000,403000,124000,124000,0,21556
031-003-877,1495164,031-003-877,STRATA,216B,1008,PANDORA AVE,2025,Residential,GENERAL,307000,307000,88600,88600,0,21557
031-004-300,1495207,031-004-300,STRATA,328B,1008,PANDORA AVE,2025,Residential,GENERAL,301000,301000,88200,88200,0,21558
031-003-877,1495164,031-003-877,STRATA,216B,1008,PANDORA AVE,2025,Residential,SCHOOL,307000,307000,88600,88600,0,21559
031-004-300,1495207,031-004-300,STRATA,328B,1008,PANDORA AVE,2025,Residential,SCHOOL,301000,301000,88200,88200,0,21560
031-003-885,1495165,031-003-885,STRATA,217B,1008,PANDORA AVE,2025,Residential,GENERAL,307000,307000,88600,88600,0,21561
031-004-318,1495208,031-004-318,STRATA,329B,1008,PANDORA AVE,2025,Residential,GENERAL,303000,303000,88500,88500,0,21562
031-003-885,1495165,031-003-885,STRATA,217B,1008,PANDORA AVE,2025,Residential,SCHOOL,307000,307000,88600,88600,0,21563
031-004-318,1495208,031-004-318,STRATA,329B,1008,PANDORA AVE,2025,Residential,SCHOOL,303000,303000,88500,88500,0,21564
031-003-893,1495166,031-003-893,STRATA,218B,1008,PANDORA AVE,2025,Residential,GENERAL,259000,259000,69100,69100,0,21565
031-003-893,1495166,031-003-893,STRATA,218B,1008,PANDORA AVE,2025,Residential,SCHOOL,259000,259000,69100,69100,0,21566
031-003-907,1495167,031-003-907,STRATA,219B,1008,PANDORA AVE,2025,Residential,GENERAL,265000,265000,72600,72600,0,21567
031-003-907,1495167,031-003-907,STRATA,219B,1008,PANDORA AVE,2025,Residential,SCHOOL,265000,265000,72600,72600,0,21568
031-003-915,1495168,031-003-915,STRATA,220B,1008,PANDORA AVE,2025,Residential,GENERAL,256000,256000,68500,68500,0,21569
031-003-915,1495168,031-003-915,STRATA,220B,1008,PANDORA AVE,2025,Residential,SCHOOL,256000,256000,68500,68500,0,21570
031-003-923,1495169,031-003-923,STRATA,221B,1008,PANDORA AVE,2025,Residential,GENERAL,248000,248000,70900,70900,0,21571
031-003-923,1495169,031-003-923,STRATA,221B,1008,PANDORA AVE,2025,Residential,SCHOOL,248000,248000,70900,70900,0,21572
031-003-931,1495170,031-003-931,STRATA,222B,1008,PANDORA AVE,2025,Residential,GENERAL,308000,308000,89200,89200,0,21573
031-003-931,1495170,031-003-931,STRATA,222B,1008,PANDORA AVE,2025,Residential,SCHOOL,308000,308000,89200,89200,0,21574
031-003-940,1495171,031-003-940,STRATA,223B,1008,PANDORA AVE,2025,Residential,GENERAL,308000,308000,89300,89300,0,21575
031-003-940,1495171,031-003-940,STRATA,223B,1008,PANDORA AVE,2025,Residential,SCHOOL,308000,308000,89300,89300,0,21576
031-003-958,1495172,031-003-958,STRATA,224B,1008,PANDORA AVE,2025,Residential,GENERAL,316000,316000,88800,88800,0,21577
031-003-958,1495172,031-003-958,STRATA,224B,1008,PANDORA AVE,2025,Residential,SCHOOL,316000,316000,88800,88800,0,21578
031-003-966,1495173,031-003-966,STRATA,227B,1008,PANDORA AVE,2025,Residential,GENERAL,354000,354000,112000,112000,0,21579
031-003-966,1495173,031-003-966,STRATA,227B,1008,PANDORA AVE,2025,Residential,SCHOOL,354000,354000,112000,112000,0,21580
031-003-974,1495174,031-003-974,STRATA,228B,1008,PANDORA AVE,2025,Residential,GENERAL,266000,266000,80100,80100,0,21581
031-003-974,1495174,031-003-974,STRATA,228B,1008,PANDORA AVE,2025,Residential,SCHOOL,266000,266000,80100,80100,0,21582
031-003-982,1495175,031-003-982,STRATA,229B,1008,PANDORA AVE,2025,Residential,GENERAL,295000,295000,88900,88900,0,21583
031-003-982,1495175,031-003-982,STRATA,229B,1008,PANDORA AVE,2025,Residential,SCHOOL,295000,295000,88900,88900,0,21584
031-003-991,1495176,031-003-991,STRATA,230B,1008,PANDORA AVE,2025,Residential,GENERAL,296000,296000,89200,89200,0,21585
031-003-991,1495176,031-003-991,STRATA,230B,1008,PANDORA AVE,2025,Residential,SCHOOL,296000,296000,89200,89200,0,21586
031-004-008,1495177,031-004-008,STRATA,231B,1008,PANDORA AVE,2025,Residential,GENERAL,295000,295000,89000,89000,0,21587
031-004-008,1495177,031-004-008,STRATA,231B,1008,PANDORA AVE,2025,Residential,SCHOOL,295000,295000,89000,89000,0,21588
031-004-016,1495178,031-004-016,STRATA,232B,1008,PANDORA AVE,2025,Residential,GENERAL,295000,295000,89000,89000,0,21589
031-004-016,1495178,031-004-016,STRATA,232B,1008,PANDORA AVE,2025,Residential,SCHOOL,295000,295000,89000,89000,0,21590
031-004-024,1495179,031-004-024,STRATA,233B,1008,PANDORA AVE,2025,Residential,GENERAL,355000,355000,112000,112000,0,21591
031-004-024,1495179,031-004-024,STRATA,233B,1008,PANDORA AVE,2025,Residential,SCHOOL,355000,355000,112000,112000,0,21592
031-004-032,1495180,031-004-032,STRATA,301B,1008,PANDORA AVE,2025,Residential,GENERAL,427000,427000,139000,139000,0,21593
031-004-032,1495180,031-004-032,STRATA,301B,1008,PANDORA AVE,2025,Residential,SCHOOL,427000,427000,139000,139000,0,21594
031-004-041,1495181,031-004-041,STRATA,302B,1008,PANDORA AVE,2025,Residential,GENERAL,353000,353000,108000,108000,0,21595
031-004-041,1495181,031-004-041,STRATA,302B,1008,PANDORA AVE,2025,Residential,SCHOOL,353000,353000,108000,108000,0,21596
031-004-059,1495182,031-004-059,STRATA,303B,1008,PANDORA AVE,2025,Residential,GENERAL,305000,305000,89100,89100,0,21597
031-004-059,1495182,031-004-059,STRATA,303B,1008,PANDORA AVE,2025,Residential,SCHOOL,305000,305000,89100,89100,0,21598
031-004-067,1495183,031-004-067,STRATA,304B,1008,PANDORA AVE,2025,Residential,GENERAL,303000,303000,88100,88100,0,21599
031-004-067,1495183,031-004-067,STRATA,304B,1008,PANDORA AVE,2025,Residential,SCHOOL,303000,303000,88100,88100,0,21600
01498043,1498043,000-054-101,LAND,,1020,BALMORAL RD,2025,Residential,GENERAL,2234000,2234000,2988000,2988000,0,21601
016-605-292,1499069,016-605-292,STRATA,101,1039,CALEDONIA AVE,2025,Residential,GENERAL,405000,405000,60300,60300,0,21602
01498043,1498043,000-054-101,LAND,,1020,BALMORAL RD,2025,Residential,SCHOOL,2234000,2234000,2988000,2988000,0,21603
01498044,1498044,006-345-387,LAND,,1025,NORTH PARK ST,2025,Residential,GENERAL,549000,549000,452000,452000,0,21604
01498044,1498044,006-345-387,LAND,,1025,NORTH PARK ST,2025,Residential,SCHOOL,549000,549000,452000,452000,0,21605
019-031-734,1498046,019-031-734,STRATA,101,1028,BALMORAL RD,2025,Residential,GENERAL,410000,410000,78900,78900,0,21606
016-605-292,1499069,016-605-292,STRATA,101,1039,CALEDONIA AVE,2025,Residential,SCHOOL,405000,405000,60300,60300,0,21607
023-608-901,1497056,023-608-901,STRATA,,942,MASON ST,2025,Residential,GENERAL,469000,469000,284000,284000,0,21608
01499037,1499037,005-383-234,LAND,,1004,NORTH PARK ST,2025,Residential,GENERAL,400000,0,114000,0,514000,21609
019-031-734,1498046,019-031-734,STRATA,101,1028,BALMORAL RD,2025,Residential,SCHOOL,410000,410000,78900,78900,0,21610
016-605-306,1499070,016-605-306,STRATA,204,1039,CALEDONIA AVE,2025,Residential,GENERAL,405000,405000,61300,61300,0,21611
018-982-832,1499121,018-982-832,STRATA,403,930,NORTH PARK ST,2025,Residential,GENERAL,358000,358000,92800,92800,0,21612
023-608-901,1497056,023-608-901,STRATA,,942,MASON ST,2025,Residential,SCHOOL,469000,469000,284000,284000,0,21613
01499037,1499037,005-383-234,LAND,,1004,NORTH PARK ST,2025,Business,GENERAL,2325000,0,663000,0,2988000,21614
019-031-742,1498047,019-031-742,STRATA,102,1028,BALMORAL RD,2025,Residential,GENERAL,394000,394000,81200,81200,0,21615
026-319-403,1498094,026-319-403,STRATA,202,1721,QUADRA ST,2025,Residential,GENERAL,476000,476000,66400,66400,0,21616
016-605-306,1499070,016-605-306,STRATA,204,1039,CALEDONIA AVE,2025,Residential,SCHOOL,405000,405000,61300,61300,0,21617
016-605-314,1499071,016-605-314,STRATA,203,1039,CALEDONIA AVE,2025,Residential,GENERAL,396000,396000,59200,59200,0,21618
016-605-314,1499071,016-605-314,STRATA,203,1039,CALEDONIA AVE,2025,Residential,SCHOOL,396000,396000,59200,59200,0,21619
016-605-322,1499072,016-605-322,STRATA,202,1039,CALEDONIA AVE,2025,Residential,GENERAL,414000,414000,60200,60200,0,21620
016-605-322,1499072,016-605-322,STRATA,202,1039,CALEDONIA AVE,2025,Residential,SCHOOL,414000,414000,60200,60200,0,21621
016-605-331,1499073,016-605-331,STRATA,201,1039,CALEDONIA AVE,2025,Residential,GENERAL,413000,413000,60000,60000,0,21622
016-605-331,1499073,016-605-331,STRATA,201,1039,CALEDONIA AVE,2025,Residential,SCHOOL,413000,413000,60000,60000,0,21623
016-605-349,1499074,016-605-349,STRATA,304,1039,CALEDONIA AVE,2025,Residential,GENERAL,413000,413000,61000,61000,0,21624
016-605-349,1499074,016-605-349,STRATA,304,1039,CALEDONIA AVE,2025,Residential,SCHOOL,413000,413000,61000,61000,0,21625
016-605-365,1499075,016-605-365,STRATA,303,1039,CALEDONIA AVE,2025,Residential,GENERAL,403000,403000,58900,58900,0,21626
016-605-365,1499075,016-605-365,STRATA,303,1039,CALEDONIA AVE,2025,Residential,SCHOOL,403000,403000,58900,58900,0,21627
016-605-373,1499076,016-605-373,STRATA,302,1039,CALEDONIA AVE,2025,Residential,GENERAL,422000,422000,59800,59800,0,21628
016-605-373,1499076,016-605-373,STRATA,302,1039,CALEDONIA AVE,2025,Residential,SCHOOL,422000,422000,59800,59800,0,21629
016-605-381,1499077,016-605-381,STRATA,301,1039,CALEDONIA AVE,2025,Residential,GENERAL,421000,421000,59700,59700,0,21630
016-605-381,1499077,016-605-381,STRATA,301,1039,CALEDONIA AVE,2025,Residential,SCHOOL,421000,421000,59700,59700,0,21631
01499078,1499078,017-565-456,LAND,,1855,QUADRA ST,2025,Residential,GENERAL,1144000,0,2278000,0,3422000,21632
01499078,1499078,017-565-456,LAND,,1855,QUADRA ST,2025,Residential,SCHOOL,1144000,0,2278000,0,3422000,21633
018-571-611,1499080,018-571-611,STRATA,101,1007,CALEDONIA AVE,2025,Residential,GENERAL,419000,419000,101000,101000,0,21634
018-571-611,1499080,018-571-611,STRATA,101,1007,CALEDONIA AVE,2025,Residential,SCHOOL,419000,419000,101000,101000,0,21635
018-571-620,1499081,018-571-620,STRATA,102,1007,CALEDONIA AVE,2025,Residential,GENERAL,436000,436000,110000,110000,0,21636
018-571-620,1499081,018-571-620,STRATA,102,1007,CALEDONIA AVE,2025,Residential,SCHOOL,436000,436000,110000,110000,0,21637
018-571-638,1499082,018-571-638,STRATA,103,1007,CALEDONIA AVE,2025,Residential,GENERAL,398000,398000,98800,98800,0,21638
018-571-638,1499082,018-571-638,STRATA,103,1007,CALEDONIA AVE,2025,Residential,SCHOOL,398000,398000,98800,98800,0,21639
018-571-646,1499083,018-571-646,STRATA,104,1007,CALEDONIA AVE,2025,Residential,GENERAL,333000,333000,82400,82400,0,21640
018-571-646,1499083,018-571-646,STRATA,104,1007,CALEDONIA AVE,2025,Residential,SCHOOL,333000,333000,82400,82400,0,21641
018-571-654,1499084,018-571-654,STRATA,105,1007,CALEDONIA AVE,2025,Residential,GENERAL,381000,381000,97200,97200,0,21642
018-571-654,1499084,018-571-654,STRATA,105,1007,CALEDONIA AVE,2025,Residential,SCHOOL,381000,381000,97200,97200,0,21643
018-571-662,1499085,018-571-662,STRATA,201,1007,CALEDONIA AVE,2025,Residential,GENERAL,438000,438000,115000,115000,0,21644
018-571-662,1499085,018-571-662,STRATA,201,1007,CALEDONIA AVE,2025,Residential,SCHOOL,438000,438000,115000,115000,0,21645
018-571-671,1499086,018-571-671,STRATA,202,1007,CALEDONIA AVE,2025,Residential,GENERAL,445000,445000,110000,110000,0,21646
018-571-671,1499086,018-571-671,STRATA,202,1007,CALEDONIA AVE,2025,Residential,SCHOOL,445000,445000,110000,110000,0,21647
018-571-689,1499087,018-571-689,STRATA,203,1007,CALEDONIA AVE,2025,Residential,GENERAL,406000,406000,98200,98200,0,21648
018-571-689,1499087,018-571-689,STRATA,203,1007,CALEDONIA AVE,2025,Residential,SCHOOL,406000,406000,98200,98200,0,21649
018-571-697,1499088,018-571-697,STRATA,204,1007,CALEDONIA AVE,2025,Residential,GENERAL,340000,340000,81900,81900,0,21650
018-571-697,1499088,018-571-697,STRATA,204,1007,CALEDONIA AVE,2025,Residential,SCHOOL,340000,340000,81900,81900,0,21651
018-571-701,1499089,018-571-701,STRATA,205,1007,CALEDONIA AVE,2025,Residential,GENERAL,388000,388000,97100,97100,0,21652
018-571-701,1499089,018-571-701,STRATA,205,1007,CALEDONIA AVE,2025,Residential,SCHOOL,388000,388000,97100,97100,0,21653
018-571-719,1499090,018-571-719,STRATA,301,1007,CALEDONIA AVE,2025,Residential,GENERAL,447000,447000,114000,114000,0,21654
018-571-719,1499090,018-571-719,STRATA,301,1007,CALEDONIA AVE,2025,Residential,SCHOOL,447000,447000,114000,114000,0,21655
018-571-727,1499091,018-571-727,STRATA,302,1007,CALEDONIA AVE,2025,Residential,GENERAL,455000,455000,109000,109000,0,21656
018-571-727,1499091,018-571-727,STRATA,302,1007,CALEDONIA AVE,2025,Residential,SCHOOL,455000,455000,109000,109000,0,21657
018-571-735,1499092,018-571-735,STRATA,303,1007,CALEDONIA AVE,2025,Residential,GENERAL,414000,414000,97500,97500,0,21658
018-571-735,1499092,018-571-735,STRATA,303,1007,CALEDONIA AVE,2025,Residential,SCHOOL,414000,414000,97500,97500,0,21659
018-571-743,1499093,018-571-743,STRATA,304,1007,CALEDONIA AVE,2025,Residential,GENERAL,347000,347000,81500,81500,0,21660
018-571-743,1499093,018-571-743,STRATA,304,1007,CALEDONIA AVE,2025,Residential,SCHOOL,347000,347000,81500,81500,0,21661
018-571-751,1499094,018-571-751,STRATA,305,1007,CALEDONIA AVE,2025,Residential,GENERAL,396000,396000,96500,96500,0,21662
018-571-751,1499094,018-571-751,STRATA,305,1007,CALEDONIA AVE,2025,Residential,SCHOOL,396000,396000,96500,96500,0,21663
019-031-742,1498047,019-031-742,STRATA,102,1028,BALMORAL RD,2025,Residential,SCHOOL,394000,394000,81200,81200,0,21664
019-031-751,1498048,019-031-751,STRATA,103,1028,BALMORAL RD,2025,Residential,GENERAL,374000,374000,72300,72300,0,21665
